id,straat,huisnr,postcode,plaats,lat,lon,soort,loper
a-0312,Oostzaanstraat,84,1081 ET,Amsterdam,52.387187,4.87544,griep,
a-0313,Oostzaanstraat,86,1081 ET,Amsterdam,52.387165,4.876327,pneum,
a-0314,Cornelis Schuytstraat,61,1023 NM,Amsterdam,52.323701,4.871562,griep,
a-0315,Cornelis Schuytstraat,63A,1023 NM,Amsterdam,52.32378,4.871725,griep,
a-0316,Cornelis Schuytstraat,65,1023 NM,Amsterdam,52.323914,4.87192,griep,
a-0317,Cornelis Schuytstraat,67,1023 NM,Amsterdam,52.324007,4.871998,griep,
a-0318,Cornelis Schuytstraat,69,1023 NM,Amsterdam,52.324052,4.872151,griep,
a-0319,Cornelis Schuytstraat,71B,1023 NM,Amsterdam,52.324218,4.872359,griep,
a-0320,Cornelis Schuytstraat,73,1023 NM,Amsterdam,52.324259,4.87245,griep,
a-0321,Cornelis Schuytstraat,75,1023 NM,Amsterdam,52.324264,4.872427,griep,
a-0322,Apollolaan,113,1089 EZ,Amsterdam,52.386574,4.979489,griep,
a-0323,Apollolaan,115,1089 EZ,Amsterdam,52.386482,4.979296,griep,
a-0324,Apollolaan,117,1089 EZ,Amsterdam,52.386352,4.979155,griep,
a-0325,Apollolaan,119,1089 EZ,Amsterdam,52.386255,4.978951,griep,
a-0326,Apollolaan,121,1089 EZ,Amsterdam,52.386244,4.97888,griep,
a-0327,Apollolaan,123B,1089 EZ,Amsterdam,52.386084,4.978639,griep,
a-0328,Apollolaan,125,1089 EZ,Amsterdam,52.385961,4.978378,griep,
a-0329,Apollolaan,127,1089 EZ,Amsterdam,52.385994,4.978346,griep,
a-0330,Beukenweg,28,1024 CT,Amsterdam,52.407496,4.884632,griep,
a-0331,Beukenweg,30,1024 CT,Amsterdam,52.407555,4.884414,griep,
a-0332,Beukenweg,32,1024 CT,Amsterdam,52.407623,4.88432,griep,
a-0333,Beukenweg,34,1024 CT,Amsterdam,52.407698,4.884073,griep,
a-0334,Beukenweg,36,1024 CT,Amsterdam,52.407802,4.883801,griep,
a-0335,Beukenweg,38,1024 CT,Amsterdam,52.407822,4.883772,griep,
a-0336,Beukenweg,40hs,1024 CT,Amsterdam,52.407971,4.883313,griep,
a-0337,Beukenweg,42,1024 CT,Amsterdam,52.407892,4.883569,griep,
a-0338,Beukenweg,44,1024 CT,Amsterdam,52.408012,4.883235,pneum,
a-0339,Beukenweg,46,1024 CT,Amsterdam,52.408153,4.882973,griep,
a-0340,Beukenweg,48,1024 CT,Amsterdam,52.408181,4.882793,griep,
a-0341,Beukenweg,50,1024 CT,Amsterdam,52.408228,4.882674,griep,
a-0342,Beukenweg,52,1024 CT,Amsterdam,52.408295,4.882469,griep,
a-0343,Beukenweg,54B,1024 CT,Amsterdam,52.408452,4.882135,griep,
a-0344,Beukenweg,56,1024 CT,Amsterdam,52.408625,4.881665,pneum,
a-0345,Beukenweg,58,1024 CT,Amsterdam,52.408694,4.881435,griep,
a-0346,Beukenweg,60,1024 CT,Amsterdam,52.40881,4.881164,griep,
a-0347,Beukenweg,62,1024 CT,Amsterdam,52.408875,4.880916,griep,
a-0348,Linnaeusstraat,104,1016 LE,Amsterdam,52.329691,4.815171,pneum,
a-0349,Linnaeusstraat,106,1016 LE,Amsterdam,52.329598,4.815369,griep,
a-0350,Linnaeusstraat,108,1016 LE,Amsterdam,52.329539,4.815544,griep,
a-0351,Linnaeusstraat,110,1016 LE,Amsterdam,52.329463,4.815807,griep,
a-0352,Linnaeusstraat,112,1016 LE,Amsterdam,52.329451,4.815783,pneum,
a-0353,Linnaeusstraat,114,1016 LE,Amsterdam,52.329311,4.816131,griep,
a-0354,Linnaeusstraat,116A,1016 LE,Amsterdam,52.329269,4.816322,griep,
a-0355,Linnaeusstraat,118,1016 LE,Amsterdam,52.329163,4.816737,griep,
a-0356,Linnaeusstraat,120,1016 LE,Amsterdam,52.329119,4.816741,griep,
a-0357,Linnaeusstraat,122,1016 LE,Amsterdam,52.329035,4.817027,griep,
a-0358,Linnaeusstraat,124A,1016 LE,Amsterdam,52.329002,4.817085,griep,
a-0359,Linnaeusstraat,126,1016 LE,Amsterdam,52.329077,4.81695,griep,
a-0360,Laagte Kadijk,112,1023 BH,Amsterdam,52.303716,4.842071,griep,
a-0361,Laagte Kadijk,114,1023 BH,Amsterdam,52.303625,4.841876,griep,
a-0362,Laagte Kadijk,116,1023 BH,Amsterdam,52.303506,4.841709,griep,
a-0363,Laagte Kadijk,118-1,1023 BH,Amsterdam,52.303507,4.841599,griep,
a-0364,Laagte Kadijk,120,1023 BH,Amsterdam,52.303388,4.84143,pneum,
a-0365,Laagte Kadijk,122,1023 BH,Amsterdam,52.303214,4.841094,pneum,
a-0366,Laagte Kadijk,124,1023 BH,Amsterdam,52.303187,4.84093,griep,
a-0367,Laagte Kadijk,126,1023 BH,Amsterdam,52.303206,4.841087,griep,
a-0368,Laagte Kadijk,128,1023 BH,Amsterdam,52.302955,4.840493,griep,
a-0369,Laagte Kadijk,130,1023 BH,Amsterdam,52.30304,4.840749,griep,
a-0370,Laagte Kadijk,132,1023 BH,Amsterdam,52.302877,4.840286,griep,
a-0371,Laagte Kadijk,134,1023 BH,Amsterdam,52.302776,4.84018,griep,
a-0372,Laagte Kadijk,136hs,1023 BH,Amsterdam,52.302876,4.840324,griep,
a-0373,Laagte Kadijk,138,1023 BH,Amsterdam,52.302707,4.840017,griep,
a-0374,Laagte Kadijk,140,1023 BH,Amsterdam,52.302632,4.839816,griep,
a-0375,Laagte Kadijk,142,1023 BH,Amsterdam,52.302633,4.839816,griep,
a-0376,Laagte Kadijk,144,1023 BH,Amsterdam,52.302624,4.839864,griep,
a-0377,Hagedoornplein,13hs,1058 ES,Amsterdam,52.39135,4.797782,griep,
a-0378,Hagedoornplein,15,1058 ES,Amsterdam,52.391247,4.797656,griep,
a-0379,Hagedoornplein,17B,1058 ES,Amsterdam,52.3912,4.797494,griep,
a-0380,Hagedoornplein,19,1058 ES,Amsterdam,52.391031,4.797222,griep,
a-0381,Hagedoornplein,21,1058 ES,Amsterdam,52.391036,4.797177,griep,
a-0382,Hagedoornplein,23-2,1058 ES,Amsterdam,52.390843,4.796864,pneum,
a-0383,Hagedoornplein,25B,1058 ES,Amsterdam,52.390863,4.796994,pneum,
a-0384,Hagedoornplein,27-1,1058 ES,Amsterdam,52.390677,4.796646,pneum,
a-0385,Hagedoornplein,29,1058 ES,Amsterdam,52.390644,4.796512,griep,
a-0386,Hagedoornplein,31,1058 ES,Amsterdam,52.390563,4.796388,pneum,
a-0387,Hagedoornplein,33,1058 ES,Amsterdam,52.390271,4.795834,griep,
a-0388,Hagedoornplein,35,1058 ES,Amsterdam,52.390337,4.795999,griep,
a-0389,Hagedoornplein,37,1058 ES,Amsterdam,52.390063,4.795484,griep,
a-0390,Hagedoornplein,39,1058 ES,Amsterdam,52.39021,4.795743,pneum,
a-0391,Hagedoornplein,41,1058 ES,Amsterdam,52.390066,4.795482,griep,
a-0392,Hagedoornplein,43,1058 ES,Amsterdam,52.389779,4.795058,griep,
a-0393,Hagedoornplein,45,1058 ES,Amsterdam,52.390088,4.795508,griep,
a-0394,Hagedoornplein,47B,1058 ES,Amsterdam,52.389991,4.795359,griep,
a-0395,Hagedoornplein,49A,1058 ES,Amsterdam,52.389752,4.794989,griep,
a-0396,Hagedoornplein,51,1058 ES,Amsterdam,52.389357,4.794306,griep,
a-0397,Hagedoornplein,53,1058 ES,Amsterdam,52.389219,4.79401,griep,
a-0398,Hagedoornplein,55,1058 ES,Amsterdam,52.389654,4.794829,griep,
a-0399,Herengracht,16,1068 VC,Amsterdam,52.36319,4.968221,pneum,
